RUT,Sexo,Nombre,Fecha Nacimiento,Dirección,Correo,AFP,APV,Saldo AFP,Saldo APV,Inicio cotizaciones,Última cotización
17856118-4,M,Kaseem Hansen,16/09/1991,499 Greenrose St.Oakland CA 94603,KaseemHansen@gmail.com,Cuprum,True,6617275,8189744,18/02/2010,10/12/2016
15961244-K,F,Jarrod Elliott,14/08/1998,42 Bradford Dr.Hamilton OH 45011,JarrodElliott@gmail.com,Planvital,False,2533789,0,09/08/2016,13/07/2018
6782438-K,F,Graham Garcia,20/12/1967,778 Proctor StreetRaeford NC 28376,GrahamGarcia@gmail.com,Provida,True,31955467,9863104,05/10/1987,29/09/2019
9900049-K,M,Jesse Baldwin,02/12/1978,8718 King AvenueWaterbury CT 06705,JesseBaldwin@gmail.com,Modelo,True,3028260,6139126,22/09/1996,03/03/2019
17261035-K,F,Armando Stewart,28/08/1985,309 Albany LaneCranston RI 02920,ArmandoStewart@gmail.com,Planvital,False,408394,0,05/03/2005,02/07/2020
13073712-K,M,Bernard Baldwin,24/04/1981,17 Crescent CourtWest Deptford NJ 08096,BernardBaldwin@gmail.com,Planvital,True,6498418,7642254,27/01/2001,29/09/2018
14450516-1,M,Dennis Griffin,16/01/1996,622 South Gates StreetDerby KS 67037,DennisGriffin@gmail.com,Habitat,False,2450562,0,28/07/2016,20/02/2017
12863922-K,F,Kaseem Kennedy,12/10/1979,8253 Longbranch St.Portland ME 04103,KaseemKennedy@gmail.com,Modelo,False,14412206,0,07/10/1998,10/01/2018
6217205-4,M,Preston Parker,30/05/1960,782 Birchwood CircleOlympia WA 98512,PrestonParker@gmail.com,Provida,True,8528555,17407303,06/05/1980,31/01/2016
14413289-K,F,Josiah Vega,02/06/1994,91 Windsor LaneSouth Bend IN 46614,JosiahVega@gmail.com,Planvital,True,11039525,7611744,21/04/2012,13/09/2016
15287411-3,F,Candice Finch,09/02/1988,9352 North Glen Ridge Rd.Ronkonkoma NY 11779,CandiceFinch@gmail.com,Cuprum,True,2493640,11109648,21/11/2008,05/10/2016
6804458-K,M,Eliana Estrada,04/09/1967,961 Squaw Creek St.Roanoke Rapids NC 27870,ElianaEstrada@gmail.com,Modelo,False,24159168,0,24/09/1987,29/01/2018
11241137-8,M,Josiah Justice,30/07/1979,655 Rock Creek St.Hattiesburg MS 39401,JosiahJustice@gmail.com,Provida,False,3687513,0,08/03/1998,10/07/2019
13305452-K,F,Wyatt Hardin,28/09/1998,72 Grand Rd.Rockaway NJ 07866,WyattHardin@gmail.com,Modelo,True,17000614,7981010,23/05/2017,03/03/2018
15217556-5,F,Holly Howard,18/12/1985,686 Old Pacific CourtMahwah NJ 07430,HollyHoward@gmail.com,Provida,True,16733120,16312335,22/04/2003,10/11/2019
7461197-K,M,Sylvester Garza,07/04/1964,72 Homestead St.Key West FL 33040,SylvesterGarza@gmail.com,Capital,True,11103563,18198703,28/07/1984,28/12/2018
14727028-K,F,Kerry James,11/06/1996,9770 Big Rock Cove Rd.Saginaw MI 48601,KerryJames@gmail.com,Cuprum,True,16885952,238238,16/11/2014,24/10/2019
19170353-0,M,Elmo Thomas,24/07/1991,66 Old York St.Adrian MI 49221,ElmoThomas@gmail.com,Modelo,True,1510622,9672875,17/07/2010,24/07/2019
17491458-5,M,Dennis Elliott,31/07/1982,364 Heather CourtMount Airy MD 21771,DennisElliott@gmail.com,Cuprum,True,14144474,8275379,07/03/2001,26/02/2017
17044060-K,M,Jordan Scott,07/06/1996,92 Old York StreetHighland IN 46322,JordanScott@gmail.com,Provida,True,16718645,2819974,01/04/2015,14/03/2016
15270039-K,F,Bernard Finley,12/02/1998,46 E. Addison St.Reynoldsburg OH 43068,BernardFinley@gmail.com,Provida,False,19771623,0,24/08/2016,23/09/2019
16110255-2,M,Nadine Dillon,24/03/1988,803 St Paul St.Saint Charles IL 60174,NadineDillon@gmail.com,Planvital,True,15673386,2851662,02/04/2007,19/03/2017
16152472-K,F,Oprah Hansen,10/12/1988,373 Lincoln StreetZanesville OH 43701,OprahHansen@gmail.com,Habitat,False,17517438,0,27/01/2008,11/05/2017
16877106-1,F,Uriel Brewer,25/04/1981,886B Santa Clara Dr.Covington GA 30014,UrielBrewer@gmail.com,Modelo,True,5215919,5763721,03/03/2000,04/04/2016
6289562-K,F,Melinda Wooten,16/01/1966,380 Fairground DriveGarland TX 75043,MelindaWooten@gmail.com,Modelo,False,20016789,0,16/02/1986,20/05/2020
13941522-5,M,Hoyt Buchanan,17/10/1995,9063 W. Honey Creek Dr.Queensbury NY 12804,HoytBuchanan@gmail.com,Capital,True,1816107,1906334,23/06/2013,05/08/2020
6548329-K,F,Jocelyn Vega,20/04/1960,385 Ridge St.Los Banos CA 93635,JocelynVega@gmail.com,Provida,True,33848167,35533181,15/11/1978,14/03/2020
17968703-4,F,Eliana Gonzalez,06/03/1988,7348 Adams Ave.Amsterdam NY 12010,ElianaGonzalez@gmail.com,Modelo,True,16498191,1675609,09/01/2006,05/12/2017
10940831-9,F,Bertha Finley,03/07/1978,77 Park St.Fairborn OH 45324,BerthaFinley@gmail.com,Cuprum,False,10950944,0,24/03/1997,14/01/2018
16719986-K,M,Tanek Kennedy,24/12/1994,45 West Wentworth StreetNorman OK 73072,TanekKennedy@gmail.com,Habitat,True,2839517,18111494,09/05/2012,11/04/2017
8624095-8,F,Louis Wooten,28/02/1978,7926 Sulphur Springs StreetEllicott City MD 21042,LouisWooten@gmail.com,Capital,False,1609634,0,27/05/1997,22/03/2016
12262741-4,F,Tanek Whitehead,05/05/1976,41 St Margarets St.Stoughton MA 02072,TanekWhitehead@gmail.com,Provida,False,9620145,0,22/05/1996,16/02/2019
9953434-9,M,Bruce Finch,11/10/1978,7313 Creekside DriveClementon NJ 08021,BruceFinch@gmail.com,Cuprum,False,7911856,0,12/10/1997,23/03/2018
16916864-K,F,Eliana Tyler,21/08/1985,8090 Liberty Dr.Dickson TN 37055,ElianaTyler@gmail.com,Habitat,True,4464502,899950,20/11/2003,12/01/2016
10932549-K,M,Bertha Mcgee,05/10/1980,39 Cherry DriveOzone Park NY 11417,BerthaMcgee@gmail.com,Provida,False,14905132,0,12/08/2000,04/04/2018
18958187-9,F,Sebastian Garcia,03/03/1992,431 Penn St.Brainerd MN 56401,SebastianGarcia@gmail.com,Planvital,False,13022202,0,02/05/2010,14/01/2018
10509024-2,F,Jocelyn Estrada,16/05/1979,60 Second Dr.Wadsworth OH 44281,JocelynEstrada@gmail.com,Capital,True,11261153,9180070,21/02/1998,01/08/2017
16244082-2,M,Petra Day,10/04/1995,8913 North Marvon LaneDeltona FL 32725,PetraDay@gmail.com,Habitat,True,17021526,12617171,01/01/2014,23/04/2019
13048287-6,F,Louis Kent,01/09/1983,761 East Surrey StreetDunedin FL 34698,LouisKent@gmail.com,Habitat,False,7088255,0,07/10/2002,06/09/2016
14249169-K,F,Lars Gonzalez,29/08/1998,788 La Sierra Rd.Akron OH 44312,LarsGonzalez@gmail.com,Modelo,False,9665090,0,03/06/2018,03/06/2020
16006767-8,M,Timothy Bernard,13/02/1987,9052 Sage St.Tonawanda NY 14150,TimothyBernard@gmail.com,Habitat,True,7162153,7709154,29/09/2006,06/08/2018
11713067-1,F,Brianna Blake,08/09/1977,8719 Summer StreetRosedale NY 11422,BriannaBlake@gmail.com,Provida,False,14349831,0,30/06/1997,20/02/2020
12460985-5,F,Josiah Hutchinson,29/06/1979,92 Old York StreetHighland IN 46322,JosiahHutchinson@gmail.com,Modelo,True,1211226,18372641,25/06/1997,05/01/2020
7146487-0,F,Sharon Davenport,22/09/1968,9981 South Fairview Dr.Natick MA 01760,SharonDavenport@gmail.com,Provida,False,38547552,0,20/04/1986,01/02/2017
16297054-9,M,Josiah Stewart,13/01/1995,631 Henry Smith St.Augusta GA 30906,JosiahStewart@gmail.com,Capital,True,304675,4273586,01/10/2014,14/06/2019
15095841-0,M,Kerry Monroe,01/10/1994,94 Arlington Dr.North Ridgeville OH 44039,KerryMonroe@gmail.com,Modelo,True,15735637,19088148,27/11/2014,31/01/2020
14665567-K,F,Howard Holt,01/03/1981,66 Old York St.Adrian MI 49221,HowardHolt@gmail.com,Provida,True,8313440,1233485,02/10/2000,28/06/2020
18115124-8,M,Clare Tyler,24/06/1991,733 Church Ave.Oak Lawn IL 60453,ClareTyler@gmail.com,Capital,False,2056348,0,20/09/2011,29/04/2017
6570396-K,M,Devin James,18/10/1960,9992 Harvard StreetGloucester MA 01930,DevinJames@gmail.com,Habitat,False,23320736,0,10/03/1978,20/10/2019
12410847-K,M,Fulton Monroe,02/05/1974,90 Main Dr.Newburgh NY 12550,FultonMonroe@gmail.com,Habitat,False,6527375,0,28/01/1994,21/07/2017
6544281-K,M,Baker Donaldson,17/04/1967,305 Wood Ave.Braintree MA 02184,BakerDonaldson@gmail.com,Habitat,False,11362207,0,03/02/1987,07/01/2019
19309362-1,M,Jocelyn Nielsen,25/05/1997,541 North Schoolhouse RoadMcminnville TN 37110,JocelynNielsen@gmail.com,Modelo,True,7231862,5145907,29/11/2016,22/01/2020
9287101-6,F,Clark Hinton,11/08/1979,95 Boston St.Windermere FL 34786,ClarkHinton@gmail.com,Modelo,False,13547372,0,31/07/1999,16/08/2016
16093488-K,M,Kerry Baldwin,02/06/1981,9027 SW. Taylor Rd.Urbandale IA 50322,KerryBaldwin@gmail.com,Capital,True,18901039,11739050,12/12/2000,03/04/2019
6116236-K,M,Ulric Molina,23/05/1964,7773 West Trout StreetFlowery Branch GA 30542,UlricMolina@gmail.com,Habitat,False,13724077,0,23/02/1982,01/12/2017
17347029-K,M,Bertha Bernard,27/10/1988,8616 East Stillwater St.Neptune NJ 07753,BerthaBernard@gmail.com,Habitat,False,7480327,0,24/10/2008,16/02/2016
19762043-K,F,Josiah Finch,13/06/1983,8227 Morris RoadClifton NJ 07011,JosiahFinch@gmail.com,Modelo,False,11178718,0,12/09/2003,10/11/2016
15023608-5,F,Austin Saunders,31/10/1988,92 Riverview St.Romeoville IL 60446,AustinSaunders@gmail.com,Planvital,False,17009734,0,04/06/2006,01/06/2018
16466739-K,F,Imani Kent,27/07/1984,27 Hill Field Dr.Cartersville GA 30120,ImaniKent@gmail.com,Modelo,False,1240328,0,30/03/2002,10/03/2018
6372528-K,M,Alfonso Cleveland,05/02/1964,61 East South Ave.Conyers GA 30012,AlfonsoCleveland@gmail.com,Planvital,True,30139297,11698260,31/12/1982,02/08/2016
16191797-2,M,Camilla Whitehead,18/01/1991,8424 Summerhouse Ave.Piscataway NJ 08854,CamillaWhitehead@gmail.com,Modelo,True,11569146,4133986,12/12/2010,16/05/2018
9115916-4,M,Ulric Alford,15/07/1977,569 Squaw Creek CourtWest Chicago IL 60185,UlricAlford@gmail.com,Provida,True,11754674,13372088,02/07/1996,16/02/2019
15829032-K,M,Stephanie Colon,05/08/1998,41 Wild Horse St.Chambersburg PA 17201,StephanieColon@gmail.com,Provida,True,13697365,1027129,22/07/2017,06/11/2019
13968145-K,F,Clare Estrada,13/11/1996,655 Rock Creek St.Hattiesburg MS 39401,ClareEstrada@gmail.com,Provida,True,8654269,15790506,27/07/2015,27/03/2019
7042294-8,F,Sebastian Schroeder,06/03/1960,850 Glenholme AvenuePrattville AL 36067,SebastianSchroeder@gmail.com,Habitat,True,33376541,32405610,01/04/1979,21/06/2016
13113315-K,M,Belle Mcguire,20/11/1981,552 Mill DrivePainesville OH 44077,BelleMcguire@gmail.com,Cuprum,False,9907845,0,04/03/1999,10/07/2018
6062172-K,M,Louis Craig,13/06/1964,9542 Oxford StreetHomestead FL 33030,LouisCraig@gmail.com,Cuprum,True,21626131,32689809,30/01/1983,05/03/2018
11759565-K,M,Kerry Kim,24/05/1975,85 Sunset StreetSnohomish WA 98290,KerryKim@gmail.com,Planvital,True,19636767,14648064,27/05/1993,13/08/2016
19030221-K,F,Alfonso Justice,12/11/1990,7293 Walnut StreetHouston TX 77016,AlfonsoJustice@gmail.com,Modelo,False,4723934,0,25/08/2008,12/11/2017
6906173-0,F,Devin Decker,20/12/1962,976 River Dr.Indianapolis IN 46201,DevinDecker@gmail.com,Cuprum,True,30309465,23496865,06/06/1980,29/06/2020
11711850-K,M,Louis Love,25/11/1979,856A Arch AvenueDeerfield Beach FL 33442,LouisLove@gmail.com,Provida,True,19459514,17152218,28/10/1999,22/07/2019
19963357-K,F,Kimberly Baldwin,10/09/1985,968 N. Elizabeth CourtHephzibah GA 30815,KimberlyBaldwin@gmail.com,Capital,False,8312724,0,06/08/2005,13/12/2017
16782233-4,M,Joan Gonzalez,10/01/1982,9465 Rock Creek Ave.Helena MT 59601,JoanGonzalez@gmail.com,Planvital,True,1809457,2381595,20/01/2001,06/07/2018
7213732-K,M,Castor Kim,24/02/1962,921 Selby St.Asheville NC 28803,CastorKim@gmail.com,Habitat,True,30888077,7544955,12/09/1982,23/06/2020
17288302-K,F,Debra Gardner,24/10/1984,8727 East Bowman Rd.Sandusky OH 44870,DebraGardner@gmail.com,Habitat,True,17185353,7770532,22/05/2002,17/08/2020
6400151-K,M,Imani Buchanan,25/03/1960,55 Halifax Ave.Bensalem PA 19020,ImaniBuchanan@gmail.com,Cuprum,True,35413612,20107228,21/12/1979,02/10/2016
6042406-K,F,Wyatt Gonzalez,02/05/1966,55 Chestnut RoadNew Albany IN 47150,WyattGonzalez@gmail.com,Planvital,True,11217670,28821167,02/07/1984,30/12/2018
18901901-K,F,Denise Grimes,12/05/1981,7224 High Noon St.Warren MI 48089,DeniseGrimes@gmail.com,Modelo,False,816491,0,12/12/2001,20/07/2020
16779487-7,M,Raja Stewart,25/01/1982,986 Sierra Dr.Windsor Mill MD 21244,RajaStewart@gmail.com,Provida,True,13817135,19419398,23/02/2000,02/10/2017
6579754-9,F,Susan Daniel,10/01/1968,513 Strawberry Ave.Point Pleasant Beach NJ 08742,SusanDaniel@gmail.com,Capital,False,8701021,0,08/09/1986,05/03/2020
6985505-K,F,Jesse Hull,14/06/1970,8719 Valley Farms LaneBoynton Beach FL 33435,JesseHull@gmail.com,Habitat,False,15238745,0,02/01/1990,10/11/2016
16203380-K,F,Louis Dillon,20/12/1996,7336 Strawberry StreetSatellite Beach FL 32937,LouisDillon@gmail.com,Habitat,False,1565564,0,24/05/2014,24/08/2018
7141334-K,F,Jerome Buchanan,07/03/1970,694 Indian Spring St.Valdosta GA 31601,JeromeBuchanan@gmail.com,Planvital,True,30128021,30861625,29/04/1989,06/09/2019
12639236-K,M,Drew Velez,29/04/1978,7 Applegate DriveLanghorne PA 19047,DrewVelez@gmail.com,Capital,True,9239554,1354710,05/09/1997,13/03/2017
6102748-5,F,Castor Abbott,26/09/1968,49 Leeton Ridge DriveHolly Springs NC 27540,CastorAbbott@gmail.com,Provida,False,24779188,0,15/10/1987,08/12/2019
16321650-5,F,Thaddeus Griffin,07/06/1987,5 South Tunnel DriveRedford MI 48239,ThaddeusGriffin@gmail.com,Modelo,True,13069387,1096300,21/09/2007,18/06/2019
6564437-K,M,Austin Foreman,08/12/1964,13 Brook St.Acworth GA 30101,AustinForeman@gmail.com,Cuprum,True,26548602,24779843,02/09/1982,25/01/2016
17530526-K,F,Rhona Mckay,16/03/1986,694 Indian Spring St.Valdosta GA 31601,RhonaMckay@gmail.com,Planvital,False,18253397,0,29/10/2005,25/12/2019
14870440-3,M,Kibo Frye,17/11/1992,9695C Chapel StreetBethesda MD 20814,KiboFrye@gmail.com,Planvital,True,13849153,9012822,07/08/2010,03/04/2017
14346189-K,M,Stephanie Pollard,23/02/1990,655 Rock Creek St.Hattiesburg MS 39401,StephaniePollard@gmail.com,Provida,True,11764486,11701268,06/03/2010,31/12/2016
9030225-K,M,Dennis Sears,07/10/1977,222 Pennington St.Kennewick WA 99337,DennisSears@gmail.com,Modelo,False,226952,0,10/05/1995,27/09/2018
13342777-9,F,Joan Mckay,03/11/1981,43 Broad Ave.Tewksbury MA 01876,JoanMckay@gmail.com,Modelo,False,12447668,0,17/07/1999,22/03/2016
7427750-5,F,Elmo Tyler,26/04/1963,2 Snake Hill StreetTitusville FL 32780,ElmoTyler@gmail.com,Cuprum,True,21177247,9971822,11/03/1982,06/06/2016
16120814-K,F,Brianna Craft,30/10/1985,9858 Ramblewood St.Caldwell NJ 07006,BriannaCraft@gmail.com,Cuprum,False,5510624,0,04/08/2003,26/04/2020
10105360-1,M,Mannix Higgins,26/08/1972,8101 Hillcrest CourtNorth Wales PA 19454,MannixHiggins@gmail.com,Habitat,True,10776441,7868599,09/03/1990,03/01/2016
6926893-9,M,Aline Estrada,27/05/1963,9860 Meadow StreetApple Valley CA 92307,AlineEstrada@gmail.com,Capital,True,22797827,10593730,13/02/1983,14/09/2019
6037276-K,F,Rhona Thomas,09/12/1965,23 Anderson StreetWillingboro NJ 08046,RhonaThomas@gmail.com,Habitat,False,28506363,0,23/12/1985,31/07/2018
10828920-K,F,Graham Frost,21/05/1976,392 Blackburn LaneCanal Winchester OH 43110,GrahamFrost@gmail.com,Habitat,False,9392560,0,03/10/1994,19/09/2019
18663119-1,M,Rhona Love,16/02/1982,8587 Sage LaneRichmond Hill NY 11418,RhonaLove@gmail.com,Modelo,False,17961746,0,03/10/2000,30/03/2020
13153012-K,F,Rhea Dillon,14/12/1986,305 West Van Dyke AvenuePaducah KY 42001,RheaDillon@gmail.com,Planvital,False,2466800,0,11/12/2004,22/11/2019
15807720-7,M,Connor Decker,30/10/1996,105 Argyle StreetWest Bend WI 53095,ConnorDecker@gmail.com,Habitat,True,1747159,2141331,05/12/2016,20/03/2018
15844656-K,M,Louis Hinton,19/12/1992,500 Grandrose LaneSaint Augustine FL 32084,LouisHinton@gmail.com,Capital,True,19888524,17458338,30/09/2011,02/05/2017
6139304-9,F,Brianna Nielsen,13/02/1963,921 Selby St.Asheville NC 28803,BriannaNielsen@gmail.com,Provida,False,26289126,0,03/03/1981,19/01/2018
6761002-K,M,Cooper Colon,22/04/1966,85 North Mayflower LaneElk River MN 55330,CooperColon@gmail.com,Planvital,False,15150056,0,11/02/1984,24/01/2018
6711530-K,M,Kaseem Craft,25/07/1970,8986 Birchwood St.Naugatuck CT 06770,KaseemCraft@gmail.com,Planvital,True,26761486,14534958,07/04/1989,02/06/2017
19916004-3,M,Armando Hoover,04/02/1987,8257 Vernon CourtSaint Louis MO 63109,ArmandoHoover@gmail.com,Habitat,True,12569907,4458100,08/01/2005,10/11/2017
6601068-K,F,Baker Molina,05/09/1961,293 Pleasant Ave.Hopewell VA 23860,BakerMolina@gmail.com,Cuprum,False,23728934,0,05/05/1981,05/11/2019
14647886-4,F,Eliana Wagner,30/11/1982,599 Fremont Ave.Groton CT 06340,ElianaWagner@gmail.com,Modelo,False,17985673,0,06/11/2001,21/03/2019
13181477-K,M,Jocelyn Lindsay,17/04/1995,53 Bradford Ave.Lapeer MI 48446,JocelynLindsay@gmail.com,Capital,False,16178094,0,14/02/2013,09/11/2016
7628013-9,M,Mechelle Bernard,08/08/1964,71 Pineknoll RoadCoachella CA 92236,MechelleBernard@gmail.com,Capital,False,22309618,0,04/06/1984,07/04/2020
14497968-6,F,Mannix Monroe,08/10/1994,9933 Rose St.Norwich CT 06360,MannixMonroe@gmail.com,Habitat,False,6385975,0,12/06/2013,04/09/2016
6786401-4,M,Imani Hansen,16/02/1960,431 Penn St.Brainerd MN 56401,ImaniHansen@gmail.com,Cuprum,True,8946989,27960540,23/03/1978,29/09/2019
13677886-6,F,Josiah Graves,06/09/1989,456 Westport LaneGarden City NY 11530,JosiahGraves@gmail.com,Provida,True,10017169,170744,26/10/2008,25/06/2017
6603851-7,M,Zephania Holt,05/08/1964,7313 Creekside DriveClementon NJ 08021,ZephaniaHolt@gmail.com,Capital,False,12549073,0,13/07/1984,11/05/2016
13669050-K,M,Oprah Dillon,01/01/1987,398 Hall LanePeoria IL 61604,OprahDillon@gmail.com,Modelo,False,14707337,0,07/03/2006,04/01/2017
9093844-5,F,Brianna Kim,08/03/1979,906 William St.Suite 29Charlotte NC 28205,BriannaKim@gmail.com,Modelo,False,9877373,0,24/12/1997,08/04/2018
17425702-7,M,Elmo George,09/10/1995,7996 West Newbridge LaneWaynesboro PA 17268,ElmoGeorge@gmail.com,Cuprum,False,15760429,0,27/11/2015,24/03/2018
15991276-8,M,Clayton Fuller,08/06/1988,733 Oklahoma Ave.Mount Holly NJ 08060,ClaytonFuller@gmail.com,Cuprum,False,11853613,0,16/11/2008,09/04/2020
7208408-1,M,Kimberly Heath,14/06/1964,7364 Blue Spring StreetOxon Hill MD 20745,KimberlyHeath@gmail.com,Habitat,True,37833600,39946074,27/08/1984,27/03/2017
18415788-K,F,Camilla Craft,26/10/1996,8628 Ivy DriveJamestown NY 14701,CamillaCraft@gmail.com,Modelo,False,3369092,0,21/06/2015,11/01/2016
17440011-K,F,Germaine Finch,16/06/1986,357 Foxrun Dr.Hope Mills NC 28348,GermaineFinch@gmail.com,Modelo,True,8765866,8329292,30/12/2006,13/04/2018
19643766-2,M,Petra Obrien,14/11/1987,8925 Crescent LaneDefiance OH 43512,PetraObrien@gmail.com,Provida,True,12744725,12437778,06/05/2005,19/01/2018
7890571-K,F,Brianna Lindsay,27/02/1963,9 Green Lake Ave.Sacramento CA 95820,BriannaLindsay@gmail.com,Provida,False,12741003,0,11/08/1983,22/05/2018
18249773-2,M,Patience Hardin,27/12/1986,592 East Dunbar RoadMedia PA 19063,PatienceHardin@gmail.com,Planvital,False,3228552,0,07/11/2005,17/05/2019
9975341-K,F,Cairo George,11/07/1978,2 York St.Bethlehem PA 18015,CairoGeorge@gmail.com,Habitat,False,1286306,0,05/03/1998,19/08/2016
15751059-K,M,Austin Molina,29/12/1988,804 Fairway Rd.Chattanooga TN 37421,AustinMolina@gmail.com,Provida,False,10324770,0,07/02/2008,19/11/2016
19036908-K,M,Zephania Frost,27/09/1992,341 E. Canterbury RoadYonkers NY 10701,ZephaniaFrost@gmail.com,Provida,True,17150036,7765651,25/11/2011,13/07/2019
7877757-K,F,Uriel Pollard,02/07/1970,202 Glenridge Ave.Prior Lake MN 55372,UrielPollard@gmail.com,Planvital,False,12591479,0,09/08/1990,31/01/2019
6444520-4,F,Josiah Colon,06/05/1964,10 South Armstrong DriveVirginia Beach VA 23451,JosiahColon@gmail.com,Provida,True,26719629,37103926,25/03/1984,16/03/2019
19793227-K,M,Kaseem Justice,29/09/1991,21 Princess St.Mobile AL 36605,KaseemJustice@gmail.com,Provida,False,3341634,0,27/11/2011,04/02/2019
19342597-9,M,Oprah Dillon,11/10/1986,622 Bridle DriveMarysville OH 43040,OprahDillon@gmail.com,Capital,True,373485,18537034,18/07/2005,08/05/2017
7370847-K,M,Wyatt Love,10/11/1965,715 Henry Smith LaneThibodaux LA 70301,WyattLove@gmail.com,Cuprum,False,21336369,0,27/12/1983,29/06/2017
8834330-6,M,Aline Rivera,15/12/1972,98 E. Kingston Ave.North Andover MA 01845,AlineRivera@gmail.com,Cuprum,True,2065357,3850272,26/03/1991,03/07/2019
14166567-K,F,Mannix Garcia,19/12/1996,7897 E. Water Ave.Suffolk VA 23434,MannixGarcia@gmail.com,Modelo,True,6488998,19730337,25/11/2014,30/03/2019
7369616-8,M,Eliana Elliott,11/03/1962,65 Roosevelt Ave.Taunton MA 02780,ElianaElliott@gmail.com,Cuprum,True,20451184,16293424,13/04/1981,28/04/2016
15552535-K,F,Bruce Craft,19/07/1993,349 Hartford Dr.Tullahoma TN 37388,BruceCraft@gmail.com,Planvital,True,2689962,13719718,13/11/2012,12/06/2020
17030985-5,F,Howard Monroe,16/11/1993,183 Cambridge DriveFort Mill SC 29708,HowardMonroe@gmail.com,Modelo,False,15621430,0,12/05/2013,23/01/2017
16012110-K,F,Brenden Finley,26/11/1994,75 Leeton Ridge St.Woonsocket RI 02895,BrendenFinley@gmail.com,Planvital,False,16999643,0,26/06/2013,29/03/2020
7765704-9,M,Graham Hull,22/03/1962,8624 Brown Ave.Pittsburgh PA 15206,GrahamHull@gmail.com,Modelo,False,7170509,0,09/03/1982,05/11/2019
12264304-8,F,Connor Hutchinson,24/09/1979,209 N. Brown Ave.Flushing NY 11354,ConnorHutchinson@gmail.com,Provida,False,11112000,0,06/10/1998,20/01/2016
12187267-K,M,Conan Wooten,07/10/1977,350 West DriveBeverly MA 01915,ConanWooten@gmail.com,Habitat,True,16511571,17130311,29/08/1997,09/02/2020
9085274-K,F,Conan Booker,20/08/1971,83 Brown StreetBelmont MA 02478,ConanBooker@gmail.com,Planvital,False,2197086,0,01/09/1989,24/08/2020
18958524-0,M,Petra Garcia,13/05/1984,8509 Depot St.Greensburg PA 15601,PetraGarcia@gmail.com,Provida,True,8499321,14665066,22/06/2003,16/02/2017
18406878-4,F,Arthur Heath,11/03/1988,7089 Carpenter AvenueSpring Valley NY 10977,ArthurHeath@gmail.com,Cuprum,False,12134622,0,20/05/2007,03/03/2016
18350088-8,M,Austin Davenport,13/02/1997,25 Leeton Ridge St.Odenton MD 21113,AustinDavenport@gmail.com,Modelo,False,11272260,0,06/03/2016,02/07/2019
9108484-K,F,Sebastian Higgins,06/10/1971,458 Eagle RoadWilloughby OH 44094,SebastianHiggins@gmail.com,Habitat,False,13284079,0,08/06/1991,20/07/2019
